,interest_rate,repayment_period,credit_score,age,education,marital_status,loan_frequence,succ_frequence,payoff_frequence,overdue_times,baddle_overdue_times,income,house,house_loan,car,car_loan,company_type,company_scale,workcity,work_duration,credit_report,identity_authentication,job_authentication,income_authentication,site_authentication,topic,repay_result,loan_amount,avaiable_amount,total_loan_amount,need_to_payoff,overdue_amount
3718,15.0,12,1,1,3,1,3,1,0,10,1,3,0,0,1,0,8,4,42,1,0,0,0,0,0,5.0,0.0,,,,,
3721,13.0,24,1,2,2,2,1,1,1,24,1,5,1,0,1,1,1,4,33,3,0,0,0,0,0,3.0,1.0,,,,,
3727,13.0,12,1,2,2,1,2,1,0,10,1,4,0,0,0,0,8,3,44,2,0,0,0,0,0,3.0,0.0,,,,,
3743,12.6,24,6,2,2,1,1,1,1,0,0,4,0,0,0,0,1,1,35,1,0,0,0,0,0,4.0,1.0,,,,,
3744,12.0,18,6,4,2,2,1,1,1,0,0,6,1,0,1,0,8,2,32,1,0,0,0,0,0,4.0,1.0,,,,,
3748,12.6,24,6,2,1,1,1,1,1,0,0,3,0,0,0,0,8,1,32,1,0,1,0,0,1,2.0,1.0,,,,,
3759,12.6,24,6,3,3,2,1,1,1,0,0,3,0,0,1,0,6,1,21,1,0,1,0,0,1,4.0,1.0,,,,,
3761,12.6,24,6,2,1,2,1,1,1,0,0,4,0,0,0,0,12,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
3762,12.6,24,6,3,2,3,1,1,1,0,0,3,0,0,0,0,9,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
3764,13.2,36,6,3,3,2,1,1,1,0,0,4,0,0,0,0,9,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
3765,12.6,24,6,3,1,2,1,1,1,0,0,3,1,1,0,0,18,1,50,1,0,0,0,0,0,6.0,1.0,,,,,
3770,12.0,18,6,3,2,2,1,1,1,0,0,6,0,0,1,0,3,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
3771,12.6,24,6,3,2,2,1,1,1,0,0,3,0,0,0,0,18,1,32,1,0,0,0,0,0,6.0,1.0,,,,,
3776,13.2,36,6,2,1,3,1,1,1,0,0,4,0,0,0,0,2,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
3777,12.0,18,6,2,2,2,1,1,1,0,0,5,0,0,1,0,16,1,52,1,0,1,0,0,1,4.0,1.0,,,,,
3778,12.0,18,6,2,2,2,1,1,1,0,0,4,1,0,1,0,18,1,32,1,0,0,0,0,0,1.0,1.0,,,,,
3782,11.0,6,1,2,2,1,3,1,1,0,0,4,1,1,0,0,1,3,34,2,0,0,0,0,0,2.0,1.0,,,,,
3794,12.6,24,6,2,2,2,1,1,1,0,0,4,1,0,1,0,1,1,52,1,0,0,0,0,0,3.0,1.0,,,,,
3795,13.2,36,6,4,2,2,1,1,1,0,0,5,1,1,1,1,18,2,32,1,0,1,0,0,1,2.0,1.0,,,,,
3796,13.2,36,6,2,1,2,1,1,1,0,0,4,0,0,0,0,2,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
3798,12.6,24,6,2,1,2,1,1,1,0,0,4,0,0,0,0,20,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
3800,12.0,18,6,3,2,2,1,1,1,0,0,6,0,0,0,0,18,2,11,1,0,1,0,0,1,2.0,1.0,,,,,
3801,12.0,18,6,2,1,2,1,1,1,0,0,5,0,0,1,1,18,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
3802,13.2,36,6,3,3,2,1,1,1,0,0,3,1,1,0,0,6,1,22,1,0,1,0,0,1,2.0,1.0,,,,,
3812,12.0,18,6,4,2,2,1,1,1,0,0,6,1,0,1,0,19,2,37,1,0,0,0,0,0,4.0,1.0,,,,,
3817,10.0,3,3,2,2,2,9,3,3,3,0,3,1,1,0,0,14,2,32,2,0,1,0,0,0,2.0,1.0,,,,,
3818,12.0,18,6,2,1,2,1,1,1,0,0,5,1,1,1,1,18,2,52,1,0,0,0,0,0,3.0,1.0,,,,,
3819,12.6,24,6,3,2,1,2,2,1,0,0,3,0,0,0,0,18,1,31,1,0,1,0,0,1,2.0,1.0,,,,,
3825,12.0,18,6,2,3,1,1,1,1,0,0,6,0,0,0,0,12,1,37,1,0,1,0,0,1,2.0,1.0,,,,,
3826,12.0,18,6,4,2,2,1,1,1,0,0,7,1,0,1,0,8,2,37,1,0,0,0,0,0,1.0,1.0,,,,,
3830,12.0,9,3,2,3,2,8,3,2,2,0,3,0,0,0,0,8,4,41,4,0,0,0,0,0,1.0,1.0,,,,,
3832,12.6,24,6,2,2,1,1,1,1,0,0,4,0,0,0,0,12,1,44,1,0,1,0,0,1,4.0,1.0,,,,,
3843,15.0,12,1,3,3,2,3,2,2,0,0,3,1,1,1,0,15,2,51,4,0,0,0,0,0,6.0,1.0,,,,,
3858,12.0,18,6,4,1,2,1,1,1,0,0,6,1,0,0,0,18,2,44,1,0,1,0,0,1,4.0,1.0,,,,,
3859,12.6,24,6,2,2,1,1,1,1,0,0,4,0,0,0,0,1,1,44,1,0,1,0,0,1,4.0,1.0,,,,,
3860,12.0,18,6,3,3,2,1,1,1,0,0,5,0,0,0,0,8,2,44,1,0,1,0,0,1,4.0,1.0,,,,,
3861,13.2,36,6,3,1,2,2,2,2,0,0,4,1,1,1,1,12,2,50,1,0,1,0,0,1,2.0,1.0,,,,,
3862,12.0,18,6,3,3,2,1,1,1,0,0,6,0,0,1,0,1,2,32,1,0,1,0,0,1,2.0,1.0,,,,,
3863,12.0,18,6,2,1,2,1,1,1,0,0,6,0,0,0,0,18,1,44,1,0,1,0,0,1,3.0,1.0,,,,,
3865,13.2,36,6,2,3,2,1,1,1,0,0,3,1,1,0,0,4,1,51,1,0,1,0,0,1,2.0,1.0,,,,,
3878,10.0,3,1,2,2,1,2,1,1,0,0,5,0,0,1,0,18,2,37,2,1,0,0,0,0,6.0,1.0,,,,,
3890,13.2,36,6,3,3,3,1,1,1,0,0,5,1,1,0,0,18,1,44,1,0,1,0,0,1,2.0,1.0,,,,,
3891,12.0,18,6,2,1,2,1,1,1,0,0,5,0,0,0,0,20,2,35,1,0,1,0,0,1,4.0,1.0,,,,,
3893,12.0,18,6,3,1,2,1,1,1,0,0,6,0,0,1,1,18,1,37,1,0,1,0,0,1,2.0,1.0,,,,,
3895,12.0,18,6,3,1,2,1,1,1,0,0,6,0,0,1,0,18,1,44,1,0,1,0,0,1,2.0,1.0,,,,,
3897,12.0,18,6,3,1,2,1,1,1,0,0,6,0,0,0,0,8,1,37,1,0,1,0,0,1,2.0,1.0,,,,,
3898,12.0,18,6,3,2,1,1,1,1,0,0,3,0,0,1,0,12,2,32,1,0,1,0,0,1,4.0,1.0,,,,,
3900,13.2,36,6,2,2,2,1,1,1,0,0,4,1,1,1,1,8,1,21,1,0,1,0,0,1,2.0,1.0,,,,,
3905,12.0,18,6,2,2,2,1,1,1,0,0,7,0,0,1,0,18,2,12,1,0,1,0,0,1,4.0,1.0,,,,,
3906,12.0,18,6,2,2,2,1,1,1,0,0,5,0,0,0,0,20,2,50,1,0,1,0,0,1,2.0,1.0,,,,,
3907,12.0,18,6,4,1,2,1,1,1,0,0,5,0,0,1,0,7,2,53,1,0,0,0,0,0,6.0,1.0,,,,,
3910,13.2,36,6,2,1,2,1,1,1,0,0,4,0,0,0,0,4,1,50,1,0,1,0,0,1,2.0,1.0,,,,,
3911,12.6,24,6,3,2,1,1,1,1,0,0,3,0,0,0,0,4,1,22,1,0,1,0,0,1,3.0,1.0,,,,,
3913,12.0,18,6,3,1,2,1,1,1,0,0,4,1,1,0,0,8,2,50,1,0,1,0,0,1,6.0,1.0,,,,,
3914,13.2,36,6,2,2,2,1,1,1,0,0,3,1,1,1,1,15,1,50,1,0,1,0,0,1,5.0,1.0,,,,,
3917,12.6,24,6,3,2,2,1,1,1,0,0,3,0,0,0,0,18,1,52,1,0,1,0,0,1,2.0,1.0,,,,,
3918,12.0,18,6,3,2,2,1,1,1,0,0,7,1,1,1,0,8,2,32,1,0,1,0,0,1,2.0,1.0,,,,,
3927,13.2,36,6,2,3,1,1,1,1,0,0,3,1,1,0,0,6,1,51,1,0,0,0,0,0,4.0,1.0,,,,,
3928,13.2,36,6,3,2,2,1,1,1,0,0,4,1,1,0,0,8,1,37,1,0,1,0,0,1,1.0,1.0,,,,,
3930,13.2,36,6,3,3,2,1,1,1,0,0,4,1,1,0,0,6,1,13,1,0,1,0,0,1,2.0,1.0,,,,,
3931,13.2,36,6,2,2,1,2,2,1,0,0,4,1,1,0,0,2,1,50,1,0,1,0,0,1,2.0,1.0,,,,,
3941,20.0,12,1,2,2,2,3,2,1,12,1,3,1,0,1,1,11,3,34,4,0,0,0,0,0,3.0,1.0,,,,,
3946,12.0,18,6,2,2,1,1,1,1,0,0,5,0,0,0,0,18,1,32,1,0,1,0,0,1,2.0,1.0,,,,,
3947,13.2,36,6,2,1,1,1,1,1,0,0,4,1,1,0,0,1,1,50,1,0,1,0,0,1,3.0,1.0,,,,,
3948,13.2,36,6,4,3,3,1,1,1,0,0,4,1,0,1,0,8,1,53,1,0,1,0,0,1,4.0,1.0,,,,,
3949,12.0,18,6,3,1,2,1,1,1,0,0,5,0,0,0,0,8,2,44,1,0,1,0,0,1,1.0,1.0,,,,,
3950,13.0,12,1,2,3,1,5,1,1,12,0,3,1,0,0,0,14,2,52,2,0,0,0,0,0,2.0,1.0,,,,,
3959,12.0,18,6,4,1,2,1,1,1,0,0,4,1,0,1,0,7,2,32,1,0,1,0,0,1,4.0,1.0,,,,,
3971,12.0,18,6,3,1,2,2,2,1,0,0,4,0,0,1,0,18,1,37,1,0,1,0,0,1,4.0,1.0,,,,,
3979,13.2,36,6,2,1,1,1,1,1,0,0,4,0,0,0,0,2,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
3981,12.0,18,6,3,1,2,1,1,1,0,0,4,0,0,0,0,18,1,37,1,0,1,0,0,1,4.0,1.0,,,,,
3993,13.2,36,6,2,3,1,1,1,1,0,0,7,1,1,0,0,13,1,35,1,0,0,0,0,0,4.0,1.0,,,,,
3996,12.0,18,6,2,2,3,1,1,1,0,0,5,1,1,1,1,3,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
3998,12.0,18,6,2,1,2,1,1,1,0,0,4,0,0,0,0,4,2,13,1,0,1,0,0,1,2.0,1.0,,,,,
4006,12.0,18,6,2,2,1,1,1,1,0,0,4,0,0,0,0,18,1,44,1,0,0,0,0,0,2.0,1.0,,,,,
4010,13.0,18,3,2,3,1,5,3,2,3,0,4,0,0,0,0,20,2,31,2,0,0,0,0,0,2.0,1.0,,,,,
4011,12.6,24,6,2,4,2,1,1,1,0,0,4,1,1,1,1,2,1,12,1,0,1,0,0,1,4.0,1.0,,,,,
4013,12.0,18,6,3,1,2,1,1,1,0,0,6,1,1,1,0,2,2,13,1,0,1,0,0,1,3.0,1.0,,,,,
4018,12.0,18,6,4,2,2,1,1,1,0,0,3,1,0,1,0,7,1,37,1,0,0,0,0,0,5.0,1.0,,,,,
4026,12.0,18,6,3,2,2,1,1,1,0,0,4,1,0,0,0,18,2,52,1,0,1,0,0,1,3.0,1.0,,,,,
4038,11.0,6,1,2,2,2,2,2,1,11,1,5,1,0,1,0,0,0,11,2,1,0,0,1,0,6.0,1.0,,,,,
4042,13.0,12,1,2,2,1,7,2,2,2,0,5,0,0,0,0,20,1,44,2,0,0,0,0,0,2.0,1.0,,,,,
4043,11.0,6,1,3,2,2,3,1,1,0,0,4,1,1,1,1,2,4,15,4,0,0,0,0,0,1.0,1.0,,,,,
4083,10.0,3,1,2,1,1,2,2,2,0,0,3,0,0,0,0,8,4,44,4,0,0,0,0,0,1.0,1.0,,,,,
4105,13.0,36,1,2,4,2,1,1,0,16,1,7,1,0,1,0,1,2,11,3,0,1,0,0,0,1.0,0.0,,,,,
4176,11.0,12,6,4,3,2,1,1,1,0,0,6,0,0,0,0,19,2,34,2,0,1,0,0,1,2.0,1.0,,,,,
4179,12.0,15,6,2,3,2,2,2,2,0,0,3,0,0,0,0,19,2,42,2,0,1,0,0,1,5.0,1.0,,,,,
4195,12.0,9,1,2,2,1,4,1,1,5,0,3,0,0,0,0,2,3,51,2,0,1,0,0,0,5.0,1.0,,,,,
4223,12.6,24,6,2,3,2,1,1,1,0,0,4,0,0,1,0,18,1,11,1,0,0,0,0,0,4.0,1.0,,,,,
4233,12.6,24,6,2,3,2,1,1,1,0,0,3,1,0,0,0,18,1,11,1,0,0,0,0,0,4.0,1.0,,,,,
4234,13.2,36,6,3,2,2,1,1,1,0,0,4,1,1,0,0,18,1,37,1,0,1,0,0,1,4.0,1.0,,,,,
4236,12.6,24,6,2,1,1,1,1,1,0,0,3,0,0,0,0,18,1,11,1,0,1,0,0,1,4.0,1.0,,,,,
4243,13.0,12,1,4,2,2,3,3,2,6,1,6,1,0,0,0,8,2,41,4,0,0,0,0,0,4.0,0.0,,,,,
4249,10.0,3,1,3,1,2,8,4,4,5,0,7,1,0,1,0,7,2,51,2,0,1,1,0,0,4.0,1.0,,,,,
4250,13.0,24,1,2,2,2,4,1,1,12,1,3,1,0,1,0,14,1,36,4,0,1,0,0,0,2.0,1.0,,,,,
4268,12.0,18,6,3,1,2,1,1,1,0,0,7,0,0,0,0,8,2,35,1,0,0,0,0,0,3.0,1.0,,,,,
4269,12.6,24,6,4,3,2,1,1,1,0,0,4,0,0,0,0,4,1,11,1,0,1,0,0,1,3.0,1.0,,,,,
4270,13.2,36,6,4,3,3,1,1,1,0,0,3,0,0,0,0,15,1,22,1,0,0,0,0,0,3.0,1.0,,,,,
4271,12.6,24,6,2,1,2,1,1,1,0,0,3,0,0,0,0,3,1,44,1,0,1,0,0,1,4.0,1.0,,,,,
4289,12.0,9,3,3,3,2,10,4,4,0,0,6,0,0,1,0,0,0,44,3,0,0,0,0,0,1.0,1.0,,,,,
4297,13.0,12,1,2,1,2,2,1,1,7,0,4,0,0,0,0,13,3,35,2,0,0,0,0,0,6.0,1.0,,,,,
4331,12.0,18,6,3,2,2,1,1,1,0,0,4,0,0,1,0,8,2,44,1,0,1,0,0,1,3.0,1.0,,,,,
4332,13.2,36,6,3,2,3,1,1,1,0,0,5,1,1,1,1,12,1,32,1,0,1,0,0,1,4.0,1.0,,,,,
4335,13.2,36,6,2,2,1,1,1,1,0,0,3,0,0,0,0,6,1,52,1,0,0,0,0,0,2.0,1.0,,,,,
4336,12.6,24,6,2,3,2,1,1,1,0,0,4,1,0,0,0,8,1,52,1,0,1,0,0,1,2.0,1.0,,,,,
4337,12.0,18,6,3,2,2,1,1,1,0,0,7,1,0,1,0,8,2,37,1,0,1,0,0,1,2.0,1.0,,,,,
4338,13.2,36,6,4,3,3,1,1,1,0,0,4,0,0,0,0,3,1,32,1,0,1,0,0,1,2.0,1.0,,,,,
4343,12.0,18,6,3,1,2,1,1,1,0,0,6,0,0,0,0,20,2,11,1,0,0,0,0,0,4.0,1.0,,,,,
4344,13.2,36,6,3,1,3,2,2,2,0,0,3,1,0,1,0,8,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
4345,13.2,36,6,4,2,2,1,1,1,0,0,3,0,0,1,0,15,1,22,1,0,0,0,0,0,2.0,1.0,,,,,
4346,12.0,18,6,2,2,2,1,1,1,0,0,6,1,1,1,0,18,1,52,1,0,0,0,0,0,4.0,1.0,,,,,
4347,12.0,18,6,4,1,3,1,1,1,0,0,5,1,1,1,1,19,1,50,1,0,0,0,0,0,3.0,1.0,,,,,
4352,12.0,18,6,3,2,2,1,1,1,0,0,6,1,0,1,1,12,2,52,1,0,1,0,0,1,4.0,1.0,,,,,
4353,13.2,36,6,3,1,2,1,1,1,0,0,4,1,1,0,0,18,1,44,1,0,0,0,0,0,2.0,1.0,,,,,
4354,12.0,18,6,4,2,3,1,1,1,0,0,7,1,1,1,1,18,2,52,1,0,0,0,0,0,1.0,1.0,,,,,
4357,12.0,18,6,2,3,2,1,1,1,0,0,5,0,0,0,0,18,2,44,1,0,0,0,0,0,4.0,1.0,,,,,
4360,12.0,18,6,2,1,1,1,1,1,0,0,6,0,0,1,0,8,2,44,1,0,1,0,0,1,4.0,1.0,,,,,
4361,12.0,18,6,3,2,3,1,1,1,0,0,4,0,0,0,0,3,1,37,1,0,0,0,0,0,3.0,1.0,,,,,
4362,13.2,36,6,3,3,2,1,1,1,0,0,5,0,0,1,0,2,1,11,1,0,0,0,0,0,2.0,1.0,,,,,
4363,12.0,18,6,4,1,3,1,1,1,0,0,7,1,0,1,0,12,2,62,1,0,1,0,0,1,2.0,1.0,,,,,
4364,13.2,36,6,3,3,2,1,1,1,0,0,4,1,1,1,0,17,1,22,1,0,0,0,0,0,4.0,1.0,,,,,
4365,12.6,24,6,3,2,3,1,1,1,0,0,4,0,0,0,0,4,1,35,1,0,0,0,0,0,4.0,1.0,,,,,
4366,13.2,36,6,2,1,1,1,1,1,0,0,5,0,0,0,0,7,1,35,1,0,1,0,0,1,4.0,1.0,,,,,
4367,12.6,24,6,2,1,2,1,1,1,0,0,3,1,0,1,1,8,1,52,1,0,1,0,0,1,3.0,1.0,,,,,
4374,12.0,18,6,3,2,2,1,1,1,0,0,7,1,1,1,1,8,2,37,1,0,1,0,0,1,4.0,1.0,,,,,
4375,12.6,24,6,4,1,2,1,1,1,0,0,3,0,0,0,0,6,1,52,1,0,0,0,0,0,4.0,1.0,,,,,
4376,12.0,18,6,2,2,1,1,1,1,0,0,3,0,0,0,0,18,1,52,1,0,0,0,0,0,4.0,1.0,,,,,
4379,12.6,24,6,2,2,2,1,1,1,0,0,4,0,0,0,0,4,1,37,1,0,0,0,0,0,6.0,1.0,,,,,
4381,11.0,12,6,4,2,2,1,1,1,0,0,5,0,0,0,0,19,2,44,2,0,0,0,0,0,6.0,1.0,,,,,
4384,11.0,6,5,2,4,2,5,3,3,0,0,4,1,0,1,0,15,4,43,4,0,0,0,0,0,4.0,1.0,,,,,
4387,12.0,18,6,4,2,2,1,1,1,0,0,7,0,0,0,0,18,2,11,1,0,0,0,0,0,4.0,1.0,,,,,
4388,13.2,36,6,3,3,2,1,1,1,0,0,4,0,0,0,0,8,1,22,1,0,1,0,0,1,4.0,1.0,,,,,
4389,12.0,18,6,2,2,2,1,1,1,0,0,5,0,0,0,0,18,2,52,1,0,1,0,0,1,2.0,1.0,,,,,
4390,12.0,18,6,4,3,2,1,1,1,0,0,7,0,0,0,0,3,1,11,2,0,1,0,0,1,2.0,1.0,,,,,
4398,12.0,18,6,3,3,2,1,1,1,0,0,5,0,0,1,0,9,1,11,1,0,1,0,0,1,4.0,1.0,,,,,
4400,12.0,18,6,2,1,2,1,1,1,0,0,4,0,0,1,1,8,1,44,1,0,1,0,0,1,5.0,1.0,,,,,
4404,12.0,18,6,3,2,2,1,1,1,0,0,7,0,0,0,0,18,1,11,1,0,0,0,0,0,2.0,1.0,,,,,
4406,13.2,36,6,2,2,2,1,1,1,0,0,3,1,1,0,0,20,1,21,1,0,0,0,0,0,4.0,1.0,,,,,
4415,12.0,18,6,3,2,3,1,1,1,0,0,5,1,1,0,0,18,1,21,1,0,1,0,0,1,2.0,1.0,,,,,
4416,12.6,24,6,2,1,1,1,1,1,0,0,3,0,0,0,0,2,1,37,1,0,1,0,0,1,4.0,1.0,,,,,
4417,12.0,18,6,2,2,1,1,1,1,0,0,5,0,0,0,0,18,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
4420,13.2,36,6,3,1,2,1,1,1,0,0,4,0,0,0,0,8,1,32,1,0,0,0,0,0,3.0,1.0,,,,,
4421,12.6,24,6,3,2,3,1,1,1,0,0,4,0,0,0,0,1,1,51,1,0,0,0,0,0,2.0,1.0,,,,,
4429,12.0,18,6,3,2,2,1,1,1,0,0,6,0,0,0,0,12,2,37,1,0,1,0,0,1,4.0,1.0,,,,,
4430,12.0,18,6,3,3,2,1,1,1,0,0,7,1,0,1,0,8,2,37,1,0,0,0,0,0,4.0,1.0,,,,,
4431,12.0,18,6,2,1,2,1,1,1,0,0,4,0,0,1,1,18,2,32,1,0,1,0,0,1,3.0,1.0,,,,,
4457,13.0,12,2,2,1,1,2,2,2,0,0,6,0,0,1,0,0,0,35,4,1,1,1,0,0,1.0,1.0,,,,,
4463,13.2,36,6,3,3,2,1,1,1,0,0,3,0,0,0,0,15,1,32,1,0,0,0,0,0,2.0,1.0,,,,,
4464,13.2,36,6,4,3,2,1,1,1,0,0,3,1,1,0,0,15,1,62,1,0,0,0,0,0,4.0,1.0,,,,,
4476,13.0,12,2,2,3,2,3,2,2,1,0,5,1,0,1,0,9,3,42,4,0,0,0,0,0,5.0,1.0,,,,,
4479,12.0,18,6,4,2,2,1,1,1,0,0,7,1,1,1,1,18,2,51,1,0,0,0,0,0,3.0,1.0,,,,,
4481,12.6,24,6,2,3,2,1,1,1,0,0,3,0,0,0,0,6,1,22,1,0,0,0,0,0,4.0,1.0,,,,,
4482,13.2,36,6,2,2,1,1,1,1,0,0,4,1,1,0,0,19,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
4490,13.2,36,6,1,3,1,1,1,1,0,0,4,1,1,0,0,9,1,51,1,0,0,0,0,0,4.0,1.0,,,,,
4491,12.0,18,6,2,2,3,1,1,1,0,0,6,0,0,0,0,12,1,51,1,0,1,0,0,1,4.0,1.0,,,,,
4492,12.0,18,6,3,2,2,1,1,1,0,0,6,0,0,0,0,18,1,21,1,0,0,0,0,0,2.0,1.0,,,,,
4495,12.0,18,6,5,2,2,2,2,1,0,0,7,1,1,1,0,7,2,53,1,0,0,0,0,0,3.0,1.0,,,,,
4508,12.0,18,6,5,3,2,1,1,1,0,0,7,1,1,0,0,12,4,44,1,0,1,0,0,1,4.0,1.0,,,,,
4509,12.0,18,6,2,2,1,1,1,1,0,0,3,0,0,0,0,18,1,50,1,0,0,0,0,0,3.0,1.0,,,,,
4510,12.6,24,6,2,1,1,1,1,1,0,0,4,0,0,1,1,8,1,37,1,0,1,0,0,1,2.0,1.0,,,,,
4511,12.6,24,6,3,2,3,1,1,1,0,0,3,0,0,0,0,9,1,22,1,0,0,0,0,0,4.0,1.0,,,,,
4518,12.0,18,6,3,1,3,1,1,1,0,0,7,1,1,0,0,8,2,44,1,0,0,0,0,0,1.0,1.0,,,,,
4521,12.0,18,6,4,1,2,1,1,1,0,0,5,1,0,0,0,8,2,37,1,0,0,0,0,0,4.0,1.0,,,,,
4522,12.0,18,6,3,2,2,1,1,1,0,0,5,0,0,0,0,19,1,44,1,0,0,0,0,0,3.0,1.0,,,,,
4536,13.0,12,1,2,1,2,2,2,1,4,0,3,0,0,0,0,4,2,41,3,0,0,0,0,0,2.0,1.0,,,,,
4537,12.0,18,6,2,2,1,1,1,1,0,0,4,0,0,0,0,19,1,44,1,0,1,0,0,1,2.0,1.0,,,,,
4540,12.0,18,6,3,1,2,1,1,1,0,0,6,1,1,1,0,1,1,52,1,0,1,0,0,1,2.0,1.0,,,,,
4541,12.6,24,6,2,1,2,1,1,1,0,0,3,0,0,0,0,18,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
4545,12.0,18,6,3,2,2,1,1,1,0,0,7,0,0,0,0,18,1,50,1,0,1,0,0,1,4.0,1.0,,,,,
4546,13.2,36,6,5,2,2,1,1,1,0,0,4,1,1,1,1,6,1,37,1,0,1,0,0,1,5.0,1.0,,,,,
4548,12.0,18,6,4,3,2,1,1,1,0,0,7,1,0,1,0,18,2,13,1,0,0,0,0,0,2.0,1.0,,,,,
4549,12.0,18,6,2,2,1,1,1,1,0,0,4,0,0,0,0,3,2,37,1,0,1,0,0,1,4.0,1.0,,,,,
4550,12.0,18,6,2,1,2,1,1,1,0,0,6,0,0,0,0,8,2,50,1,0,0,0,0,0,4.0,1.0,,,,,
4551,12.0,18,6,3,2,2,1,1,1,0,0,5,1,0,1,1,1,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
4552,13.2,36,6,3,3,1,1,1,1,0,0,7,1,1,0,0,17,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
4556,24.0,12,1,2,2,2,2,1,0,12,1,3,1,0,0,0,14,2,14,4,0,0,0,0,0,3.0,0.0,,,,,
4566,12.0,18,6,2,2,2,1,1,1,0,0,6,0,0,0,0,18,1,13,1,0,1,0,0,1,2.0,1.0,,,,,
4567,12.0,18,6,4,1,2,1,1,1,0,0,3,1,0,0,0,7,1,50,1,0,1,0,0,1,4.0,1.0,,,,,
4568,13.2,36,6,4,1,2,1,1,1,0,0,4,1,1,0,0,18,1,37,1,0,0,0,0,0,6.0,1.0,,,,,
4569,15.0,12,1,2,1,1,1,1,0,11,1,3,0,0,0,0,11,2,45,2,0,1,0,0,0,2.0,0.0,,,,,
4570,12.0,18,6,5,1,2,1,1,1,0,0,6,1,0,0,0,8,1,32,1,0,0,0,0,0,3.0,1.0,,,,,
4571,13.2,36,6,3,2,2,1,1,1,0,0,4,1,1,0,0,8,1,37,1,0,1,0,0,1,2.0,1.0,,,,,
4573,13.2,36,6,3,2,2,1,1,1,0,0,5,1,0,1,0,2,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
4574,12.0,18,6,3,2,2,1,1,1,0,0,5,0,0,1,0,18,1,13,1,0,0,0,0,0,4.0,1.0,,,,,
4576,12.6,24,6,2,3,1,1,1,1,0,0,3,1,1,0,0,13,1,50,1,0,1,0,0,1,4.0,1.0,,,,,
4577,13.2,36,6,1,3,1,1,1,1,0,0,4,1,1,0,0,15,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
4578,12.6,24,6,3,2,2,1,1,1,0,0,3,0,0,0,0,1,1,13,1,0,1,0,0,1,2.0,1.0,,,,,
4579,12.6,24,6,4,1,2,1,1,1,0,0,4,0,0,1,0,8,1,21,1,0,0,0,0,0,1.0,1.0,,,,,
4590,10.0,3,1,2,4,2,3,3,3,4,0,3,1,0,0,0,14,2,37,2,0,0,0,0,0,5.0,1.0,,,,,
4647,11.0,3,1,2,1,1,2,2,2,7,0,3,0,0,0,0,8,4,37,1,0,0,0,0,0,5.0,1.0,,,,,
4651,13.0,24,1,3,1,2,1,1,0,24,1,6,1,1,1,0,8,2,22,3,0,0,0,0,0,5.0,0.0,,,,,
4678,13.0,12,1,2,2,1,2,2,1,15,1,4,0,0,0,0,20,1,51,3,1,0,0,0,0,5.0,1.0,,,,,
4713,10.0,3,5,2,2,2,20,12,12,0,0,6,1,1,0,0,8,2,13,3,1,1,0,0,0,6.0,1.0,,,,,
4721,13.0,12,1,2,2,1,2,2,1,2,0,5,0,0,0,0,0,0,44,2,1,0,0,0,0,1.0,1.0,,,,,
4754,11.0,6,1,4,2,3,1,1,1,0,0,5,0,0,1,1,16,4,32,4,0,0,0,0,0,4.0,1.0,,,,,
4762,13.0,24,1,2,2,1,2,1,1,2,0,4,0,0,1,1,1,2,33,2,0,0,0,0,0,2.0,1.0,,,,,
4772,13.0,12,3,3,1,2,12,3,3,4,0,6,0,0,1,0,8,2,37,4,1,1,0,0,0,2.0,1.0,,,,,
4790,13.0,36,1,3,1,3,5,1,0,24,1,4,1,0,0,0,14,2,42,4,0,0,0,0,0,2.0,0.0,,,,,
4819,12.0,18,6,3,3,2,1,1,1,0,0,6,0,0,0,0,19,2,32,1,0,0,0,0,0,4.0,1.0,,,,,
4821,12.0,18,6,3,2,3,1,1,1,0,0,4,1,0,1,0,20,2,22,1,0,0,0,0,0,4.0,1.0,,,,,
4827,11.0,6,1,2,2,2,3,2,1,11,1,4,1,0,0,0,7,3,11,2,0,1,0,0,0,4.0,1.0,,,,,
4845,12.6,24,6,2,1,2,1,1,1,0,0,3,1,0,1,0,18,1,12,1,0,1,0,0,1,2.0,1.0,,,,,
4848,12.6,24,6,3,2,2,1,1,1,0,0,4,0,0,0,0,20,1,22,1,0,0,0,0,0,2.0,1.0,,,,,
