[(0, 0.080072490885824577), (1, 0.091647623195846711), (2, 0.073239788516562848), (3, 0.61254887430917293), (4, 0.072109889500328539), (5, 0.070381333592264422)]
[(0, 0.38474088265550249), (1, 0.4155805940048275), (2, 0.048054762017796911), (3, 0.058068613436168523), (4, 0.047316560346313805), (5, 0.046238587539391002)]
[(0, 0.039116959206759061), (1, 0.044755900542325221), (2, 0.035864671543988952), (3, 0.5511669522934316), (4, 0.035207556855601542), (5, 0.29388795955789365)]
[(0, 0.30822773802262271), (1, 0.044794717743218262), (2, 0.53412609075029693), (3, 0.043181907541969211), (4, 0.035286954286798664), (5, 0.03438259165509433)]
[(0, 0.039214140692682281), (1, 0.044751235686129549), (2, 0.035769581850500491), (3, 0.27590586943187384), (4, 0.56998174344026953), (5, 0.034377428898544379)]
[(0, 0.080252603195350089), (1, 0.09168758581004606), (2, 0.073239652326040169), (3, 0.088444430951089906), (4, 0.59599388261753061), (5, 0.070381845099943233)]
[(0, 0.39636716534996241), (1, 0.060141128023024432), (2, 0.3919242126643836), (3, 0.058014555705764186), (4, 0.047329778578111333), (5, 0.046223159678754136)]
[(0, 0.052553069402397519), (1, 0.40622092501807466), (2, 0.048055594236071961), (3, 0.39964149363565893), (4, 0.047330543052264681), (5, 0.046198374655532323)]
[(0, 0.080081145604094711), (1, 0.09166722166613471), (2, 0.59730149868608684), (3, 0.088456025170393845), (4, 0.072110658767765887), (5, 0.070383450105523979)]
[(0, 0.052539949528090948), (1, 0.060153088994375367), (2, 0.048103740042642021), (3, 0.74569746516382474), (4, 0.047326124877051172), (5, 0.046179631394015749)]
[(0, 0.080097523488895817), (1, 0.091663304392644668), (2, 0.073243278757083183), (3, 0.61244335922962967), (4, 0.072137947511588071), (5, 0.070414586620158551)]
[(0, 0.052575516053864076), (1, 0.74746994405570033), (2, 0.04805317846011304), (3, 0.058094334081223525), (4, 0.047312276326954048), (5, 0.046494751022145113)]
[(0, 0.022165412898574134), (1, 0.025377951621315776), (2, 0.46069622359238865), (3, 0.13867261332407826), (4, 0.33363364676422036), (5, 0.019454151799422836)]
[(0, 0.80656568306715004), (1, 0.04482433880741734), (2, 0.03579977355426206), (3, 0.043197176512261792), (4, 0.035224740687654278), (5, 0.034388287371254579)]
[(0, 0.053313174831541917), (1, 0.060184901845796591), (2, 0.048054804183400836), (3, 0.058091396087536107), (4, 0.047313732842435889), (5, 0.73304199020928862)]
[(0, 0.039248807899773447), (1, 0.044763275524634952), (2, 0.035763082640067036), (3, 0.53167902261825739), (4, 0.31417885039711541), (5, 0.034366960920151762)]
[(0, 0.080073195037930936), (1, 0.61577772380527829), (2, 0.073239775674484753), (3, 0.088415651764339298), (4, 0.072111406278059495), (5, 0.070382247439907161)]
[(0, 0.080072298224818927), (1, 0.091656066929811819), (2, 0.073239651557239521), (3, 0.088411295538534468), (4, 0.59623946026448005), (5, 0.0703812274851153)]
[(0, 0.080112132317673487), (1, 0.091649153634822775), (2, 0.073365601378015038), (3, 0.088414866444450305), (4, 0.072109765124017317), (5, 0.59434848110102101)]
[(0, 0.080073195039748246), (1, 0.61577772376531892), (2, 0.073239775674530216), (3, 0.088415651798801065), (4, 0.072111406285284035), (5, 0.070382247436317533)]
[(0, 0.40538481102543111), (1, 0.060188634126682794), (2, 0.048158248509790495), (3, 0.39261279004778593), (4, 0.047431512130302105), (5, 0.04622400416000759)]
[(0, 0.080085960025167338), (1, 0.091728156295989002), (2, 0.073240848165514724), (3, 0.61240142389049967), (4, 0.07216118089011278), (5, 0.070382430732716467)]
[(0, 0.053048919430856219), (1, 0.060135415069765122), (2, 0.048060371246098008), (3, 0.058027215969023119), (4, 0.73454640687803352), (5, 0.046181671406223923)]
[(0, 0.031241407109443443), (1, 0.25635329047320826), (2, 0.028490319378013346), (3, 0.034404694051663236), (4, 0.028054944889178847), (5, 0.6214553440984929)]
[(0, 0.052545239158150056), (1, 0.42156139328153086), (2, 0.048055462358563054), (3, 0.38431320988032852), (4, 0.047346181026389045), (5, 0.046178514295038477)]
[(0, 0.039648374739018603), (1, 0.044817743751649403), (2, 0.035758422043571068), (3, 0.32195467393102045), (4, 0.035230253176703009), (5, 0.52259053235803743)]
[(0, 0.080097436273313102), (1, 0.09166328973945756), (2, 0.073243275790229545), (3, 0.61244454871795773), (4, 0.072137624689363536), (5, 0.070413824789678489)]
[(0, 0.03909274586981739), (1, 0.044753075296226907), (2, 0.035885373767766911), (3, 0.043251636314058525), (4, 0.035252208648654575), (5, 0.80176496010347575)]
[(0, 0.025995108103474385), (1, 0.48189164135542456), (2, 0.023699516535843453), (3, 0.028583148268007438), (4, 0.023361735206807798), (5, 0.41646885053044247)]
[(0, 0.05280291311764481), (1, 0.060153028771092937), (2, 0.048106839548324024), (3, 0.74499015289992443), (4, 0.047769015707805965), (5, 0.04617804995520787)]
[(0, 0.031170626157314564), (1, 0.035756964797991064), (2, 0.63773981463942309), (3, 0.23970934926007537), (4, 0.028261159781442436), (5, 0.027362085363753702)]
[(0, 0.052538790209139756), (1, 0.06017931533051208), (2, 0.73576629207192668), (3, 0.05801655597571307), (4, 0.047314945150240824), (5, 0.046184101262467754)]
[(0, 0.031654194469580003), (1, 0.037511489258749725), (2, 0.028602657312326914), (3, 0.034379067461298631), (4, 0.84041718056328929), (5, 0.027435410934755527)]
[(0, 0.031493548366776723), (1, 0.03570706621920107), (2, 0.02864187118026329), (3, 0.25954212628927842), (4, 0.028189823762736599), (5, 0.61642556418174388)]
[(0, 0.84602802715359893), (1, 0.035640541006321073), (2, 0.028475757087397757), (3, 0.034383438735132991), (4, 0.02810172683029391), (5, 0.027370509187255566)]
[(0, 0.6039599554735382), (1, 0.091706805258071136), (2, 0.073241471710882217), (3, 0.088501117931132342), (4, 0.072111868302065993), (5, 0.070478781324310083)]
[(0, 0.039094548197610025), (1, 0.044813507290343446), (2, 0.54415807886832468), (3, 0.043192360022234762), (4, 0.29437562241469178), (5, 0.034365883206795435)]
[(0, 0.017266447141588422), (1, 0.019656194702866114), (2, 0.015722191522900785), (3, 0.018971873644634533), (4, 0.015476716197920759), (5, 0.91290657679008935)]
[(0, 0.052540040497227818), (1, 0.060157247032394855), (2, 0.048053819655865533), (3, 0.74573473125319933), (4, 0.047335543874818517), (5, 0.046178617686493798)]
[(0, 0.039259232968466624), (1, 0.044768357625759404), (2, 0.80322560905014428), (3, 0.043172150958290939), (4, 0.03520651728334246), (5, 0.034368132113996322)]
[(0, 0.38234993910838383), (1, 0.029763901968060436), (2, 0.023676929426126696), (3, 0.21101301801998279), (4, 0.023416468610741932), (5, 0.32977974286670442)]
[(0, 0.025879744145857145), (1, 0.029623404749383648), (2, 0.023661561552628493), (3, 0.87476465859690467), (4, 0.023291531326271996), (5, 0.022779099628953938)]
