,interest_rate,repayment_period,credit_score,age,education,marital_status,loan_frequence,succ_frequence,payoff_frequence,overdue_times,baddle_overdue_times,income,house,house_loan,car,car_loan,company_type,company_scale,workcity,work_duration,credit_report,identity_authentication,job_authentication,income_authentication,site_authentication,topic,borrow_result,loan_amount,avaiable_amount,total_loan_amount,need_to_payoff,overdue_amount
0,12.0,9,1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
1,15.0,18,1,2,1,1,2,0,0,0,0,3,0,0,0,0,2,4,43,4,0,0,0,0,0,4.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
2,15.0,6,1,1,1,2,2,0,0,0,0,4,0,0,0,0,20,4,44,2,0,0,0,0,0,3.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
3,12.0,9,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
4,15.0,12,1,2,2,2,1,0,0,0,0,4,0,0,0,0,20,1,61,2,0,0,0,0,0,5.0,0,0.05186388906163849,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
5,11.0,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
6,11.0,6,1,3,3,2,2,0,0,0,0,4,1,0,1,0,0,0,34,3,1,0,0,0,0,2.0,0,-0.40972861553986284,-0.04673520780814995,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
7,15.0,12,1,1,1,2,9,0,0,0,0,6,0,0,0,0,18,1,34,2,0,1,0,0,0,3.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
8,15.0,24,1,3,2,2,1,0,0,0,0,4,0,0,0,0,8,2,44,2,0,0,0,0,0,4.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
9,15.0,24,1,4,2,2,2,0,0,0,0,3,1,0,0,0,8,4,44,4,0,0,0,0,0,4.0,0,-0.6405248678406135,0.3803426409638204,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
10,11.0,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
11,12.0,9,1,2,1,2,3,0,0,0,0,6,0,0,0,0,20,2,37,2,0,1,0,0,0,3.0,0,0.6288545198135151,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
12,12.0,3,1,3,3,2,4,2,2,0,0,5,1,0,0,0,1,1,31,4,0,1,0,0,0,1.0,1,-0.4674276786150505,0.558291744618808,0.5789716544490577,-0.29284316198753574,-0.0772747905195149
13,15.0,12,1,1,3,1,3,0,0,0,0,3,1,1,0,0,0,0,45,2,0,0,0,0,0,6.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
14,10.0,3,1,2,3,1,1,0,0,0,0,4,0,0,0,0,1,1,44,2,0,0,0,0,0,4.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
15,11.0,6,1,3,3,2,1,0,0,0,0,4,0,0,0,0,8,4,51,4,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
16,15.0,24,1,3,1,1,6,0,0,0,0,3,0,0,0,0,2,4,35,4,0,0,0,0,0,5.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
17,15.0,24,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,-0.5828258047654259,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
18,15.0,12,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
19,10.0,3,1,2,1,2,2,0,0,0,0,5,0,0,0,0,20,2,0,0,0,0,0,0,0,1.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
20,15.0,12,1,2,1,2,1,0,0,0,0,6,1,0,1,0,18,2,43,3,0,0,0,0,0,4.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
21,15.0,12,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1.5520395290165179,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
22,10.0,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
23,17.0,6,1,2,1,2,3,0,0,0,0,3,1,1,0,0,8,3,44,1,0,1,0,0,0,2.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
24,11.0,6,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
25,15.0,24,1,3,2,2,3,0,0,0,0,4,1,0,1,0,18,3,14,2,0,0,0,0,0,4.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
26,15.0,12,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
27,16.0,24,1,2,3,1,11,0,0,0,0,4,0,0,1,0,18,4,21,2,0,0,0,0,0,2.0,0,0.05186388906163849,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
28,15.0,12,1,1,1,1,1,0,0,0,0,3,0,0,0,0,19,2,42,2,0,0,0,0,0,4.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
29,20.0,12,1,2,1,1,8,0,0,0,0,4,1,0,0,0,9,2,50,2,0,1,0,0,0,3.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
30,15.0,18,1,2,2,1,1,0,0,0,0,4,0,0,0,0,17,2,45,1,0,0,0,0,0,3.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
31,15.0,12,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
32,12.0,9,1,2,1,1,4,0,0,0,0,3,1,1,0,0,8,2,37,2,0,0,0,0,0,6.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
33,15.0,24,1,2,1,1,2,0,0,0,0,3,0,0,1,1,13,3,21,2,0,0,0,0,0,1.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
34,15.0,12,1,3,2,2,1,0,0,0,0,5,0,0,0,0,0,0,44,3,0,0,0,0,0,1.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
35,15.0,24,1,2,3,1,1,0,0,0,0,2,0,0,0,0,8,4,61,2,0,0,0,0,0,3.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
36,13.0,6,1,2,1,1,1,0,0,0,0,3,0,0,0,0,1,1,33,2,0,0,0,0,0,6.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
37,18.0,24,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
38,15.0,24,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
39,15.0,12,1,2,1,2,11,0,0,0,0,3,0,0,0,0,20,1,42,2,0,1,0,0,0,1.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
40,15.0,12,3,4,1,2,7,4,4,0,0,7,1,0,1,0,8,2,21,4,1,1,1,1,0,4.0,1,1.5520395290165179,-0.3314537736561302,16.05896910188258,-0.29284316198753574,-0.0772747905195149
41,15.0,12,1,2,3,2,6,0,0,0,0,4,0,0,0,0,3,1,45,2,0,1,0,0,0,2.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
42,18.0,24,1,2,1,2,1,0,0,0,0,5,1,0,1,0,1,2,42,3,0,0,0,0,0,6.0,0,5.013983313527778,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
43,15.0,18,1,1,1,1,1,0,0,0,0,3,0,0,0,0,8,4,44,1,0,0,0,0,0,4.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
44,11.0,6,1,2,2,1,1,0,0,0,0,7,0,0,0,0,18,1,11,3,0,0,0,0,0,5.0,0,2.706020790520271,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
45,20.0,3,1,3,2,2,1,0,0,0,0,4,0,0,0,0,12,2,0,0,0,0,0,0,0,1.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
46,15.0,12,1,2,2,2,8,0,0,0,0,7,0,0,1,1,8,2,35,2,0,1,0,0,0,3.0,0,-0.06353423708873684,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
47,15.0,24,1,2,1,1,3,0,0,0,0,3,0,0,0,0,2,4,44,2,0,0,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
48,15.0,24,1,2,3,2,1,0,0,0,0,5,0,0,0,0,12,3,44,2,0,0,0,0,0,2.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
49,24.0,24,1,1,1,2,3,0,0,0,0,5,0,0,0,0,18,1,42,2,0,0,0,0,0,1.0,0,5.013983313527778,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
50,18.0,24,1,2,2,1,8,0,0,0,0,3,1,0,0,0,16,2,43,2,0,0,0,0,0,4.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
51,15.0,24,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,-0.06353423708873684,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
52,22.0,24,1,2,2,2,9,0,0,0,0,3,1,0,0,0,14,2,52,1,0,1,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
53,15.0,12,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
54,10.0,3,1,2,1,3,1,0,0,0,0,3,0,0,0,0,10,2,42,2,0,0,0,0,0,1.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
55,11.0,6,1,3,1,1,5,2,1,10,1,7,0,0,0,0,0,0,32,2,0,0,0,0,0,5.0,1,-0.6636044930706886,-0.04673520780814995,-0.08725608379491678,0.5845247308398721,2.939509673335315
56,12.0,9,1,2,1,1,4,0,0,0,0,3,0,0,1,0,1,4,51,1,0,0,0,0,0,5.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
57,17.0,9,1,1,1,1,2,0,0,0,0,3,0,0,0,0,18,2,44,1,0,0,0,0,0,3.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
58,15.0,12,1,2,1,2,1,0,0,0,0,5,1,0,0,0,4,1,33,2,0,0,0,0,0,6.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
59,18.1,24,1,2,1,1,1,0,0,0,0,5,0,0,0,0,2,2,50,2,0,0,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
60,15.0,24,1,2,2,1,2,0,0,0,0,3,0,0,0,0,2,4,21,2,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
61,11.0,6,1,2,1,1,5,0,0,0,0,4,1,1,0,0,8,4,22,3,0,0,0,0,0,3.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
62,20.0,12,1,2,1,1,6,0,0,0,0,3,0,0,0,0,8,2,44,1,0,0,0,0,0,1.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
63,15.0,24,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
64,15.0,12,1,2,1,1,1,0,0,0,0,6,0,0,0,0,16,4,0,0,0,0,0,0,0,6.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
65,20.0,3,1,2,2,1,3,0,0,0,0,5,1,1,1,1,18,1,44,2,0,1,0,0,0,4.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
66,19.0,24,1,2,2,2,11,0,0,0,0,4,0,0,1,0,8,4,37,3,0,0,0,0,0,2.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
67,15.0,24,1,2,2,1,1,0,0,0,0,6,0,0,0,0,18,2,44,2,0,1,0,0,0,2.0,0,2.1290301597683947,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
68,20.0,24,1,1,2,1,3,0,0,0,0,4,0,0,0,0,19,2,45,3,0,0,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
69,12.0,9,1,1,2,2,2,0,0,0,0,5,0,0,1,1,17,4,21,1,0,0,0,0,0,5.0,0,0.28266014136238915,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
70,10.0,3,1,3,2,2,5,0,0,0,0,7,1,1,1,0,13,1,34,3,0,0,0,0,0,3.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
71,15.0,24,1,2,1,2,4,0,0,0,0,3,0,0,0,0,9,2,41,4,0,0,0,0,0,5.0,0,-0.2943304893894875,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
72,15.0,24,1,4,1,1,1,0,0,0,0,3,1,0,1,0,4,2,37,2,0,0,0,0,0,1.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
73,10.0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
74,10.0,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
75,10.0,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1.5520395290165179,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
76,15.0,12,2,5,1,2,4,4,4,6,0,4,1,0,0,0,8,2,32,4,0,0,0,0,0,1.0,1,0.3980582675127645,3.2275282994436227,7.045299702111163,-0.29284316198753574,-0.0772747905195149
77,18.0,24,1,2,1,1,10,0,0,0,0,3,1,0,0,0,8,4,31,1,0,1,0,0,0,2.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
78,15.0,24,1,3,2,2,13,0,0,0,0,4,1,0,0,0,12,1,65,1,0,0,0,0,0,2.0,0,0.6230846135059964,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
79,11.0,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
80,15.0,12,5,3,4,2,11,2,2,0,0,7,1,0,1,0,20,2,44,4,0,0,0,0,0,3.0,0,5.013983313527778,17.463456591842636,19.194158458324814,-0.29284316198753574,-0.0772747905195149
81,10.0,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
82,15.0,3,1,2,1,1,4,1,1,8,0,4,0,0,0,0,8,2,44,4,0,0,0,0,0,1.0,0,-0.7097637435308387,-0.18909449073214007,-0.3223952855280842,-0.29284316198753574,-0.0772747905195149
83,15.0,24,1,2,1,1,1,0,0,0,0,4,0,0,0,0,20,1,14,2,0,0,0,0,0,6.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
84,20.0,9,1,3,2,2,1,1,0,9,1,3,1,0,1,0,7,2,14,4,0,1,0,0,0,6.0,1,-0.652064680455651,-0.01114538707715242,-0.22442061813926448,0.6295658954270985,3.0943814057881496
85,15.0,12,3,2,1,2,3,3,3,0,0,4,1,1,0,0,0,0,11,3,0,0,0,0,0,4.0,1,-0.6405248678406135,-0.3314537736561302,0.2262628518493065,-0.29284316198753574,-0.0772747905195149
86,12.0,6,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.6288545198135151,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
87,12.0,9,1,2,1,1,1,0,0,0,0,4,0,0,0,0,19,1,23,2,0,0,0,0,0,2.0,0,-0.6636044930706886,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
88,10.0,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
89,15.0,24,1,2,1,2,4,0,0,0,0,5,1,1,1,0,18,1,51,4,0,0,0,0,0,2.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
90,20.0,24,1,2,1,2,12,0,0,0,0,4,1,0,0,0,11,1,42,2,0,1,0,0,0,1.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
91,15.0,24,1,4,2,2,8,0,0,0,0,3,1,0,0,0,16,4,42,4,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
92,15.0,24,1,1,2,1,1,0,0,0,0,3,0,0,0,0,4,2,14,2,0,0,0,0,0,3.0,0,1.5520395290165179,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
93,20.0,24,1,2,3,1,7,0,0,0,0,4,0,0,0,0,1,2,35,2,0,1,0,0,0,6.0,0,0.16726201521201384,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
94,15.0,12,1,2,1,2,1,0,0,0,0,4,0,0,0,0,19,3,51,2,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
95,15.0,24,1,3,1,1,1,0,0,0,0,4,0,0,1,0,20,2,37,2,0,0,0,0,0,5.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
96,15.0,24,1,2,1,2,3,0,0,0,0,4,1,0,1,0,8,2,41,2,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
97,15.0,18,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1.5520395290165179,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
98,10.0,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
99,10.0,3,1,3,1,2,4,0,0,0,0,3,1,0,0,0,16,4,15,4,0,0,0,0,0,1.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
100,20.0,9,1,2,2,1,1,0,0,0,0,4,0,0,0,0,16,2,14,2,0,0,0,0,0,3.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
101,15.0,12,1,1,3,1,1,0,0,0,0,3,0,0,1,1,1,4,11,1,0,0,0,0,0,4.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
102,15.0,12,1,2,3,2,8,0,0,0,0,3,1,0,0,0,0,0,36,1,0,0,0,0,0,1.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
103,11.0,6,1,2,1,1,1,0,0,0,0,3,0,0,0,0,8,2,37,2,0,0,0,0,0,1.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
104,10.0,3,2,2,1,1,3,3,3,0,0,7,1,1,1,0,0,0,50,4,1,0,0,1,0,5.0,1,-0.5251267416902382,0.5227019238878106,0.9316804570488089,-0.29284316198753574,-0.0772747905195149
105,15.0,12,1,2,1,1,1,0,0,0,0,3,0,0,0,0,8,3,44,1,0,0,0,0,0,2.0,0,-0.6636044930706886,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
106,15.0,12,1,2,2,1,7,0,0,0,0,3,1,0,0,0,4,1,35,4,0,0,0,0,0,3.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
107,12.0,9,1,2,2,2,1,0,0,0,0,4,1,1,0,0,12,2,51,2,0,0,0,0,0,6.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
108,17.0,18,1,2,3,1,2,0,0,0,0,4,0,0,0,0,1,1,31,1,0,0,0,0,0,5.0,0,1.5520395290165179,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
109,15.0,12,1,2,2,1,1,0,0,0,0,4,0,0,0,0,2,3,50,2,0,1,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
110,15.0,12,1,2,3,1,2,0,0,0,0,3,0,0,0,0,0,0,42,2,0,0,0,0,0,4.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
111,15.0,24,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
112,15.0,12,1,2,1,2,2,0,0,0,0,4,0,0,0,0,0,0,51,3,0,0,0,0,0,1.0,0,2.475224538219521,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
113,24.0,24,1,2,3,1,3,0,0,0,0,2,1,0,0,0,3,2,37,2,0,0,0,0,0,6.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
114,15.0,24,1,2,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
115,17.0,3,1,2,1,1,4,0,0,0,0,3,0,0,0,0,20,4,37,2,0,0,0,0,0,1.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
116,11.0,6,1,2,1,2,3,0,0,0,0,3,0,0,0,0,18,2,44,2,0,0,0,0,0,3.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
117,20.0,6,1,3,1,2,1,0,0,0,0,5,1,1,1,0,1,2,45,4,0,0,0,0,0,1.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
118,24.0,3,1,1,1,1,4,0,0,0,0,7,0,0,0,0,9,4,51,2,0,0,0,0,0,2.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
119,15.0,24,1,2,1,1,2,0,0,0,0,4,0,0,0,0,18,1,51,2,0,0,0,0,0,1.0,0,-0.06353423708873684,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
120,15.0,18,1,1,2,1,1,0,0,0,0,3,0,0,0,0,20,1,51,1,0,0,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
121,15.0,12,1,2,2,1,3,0,0,0,0,3,0,0,0,0,8,2,21,3,0,0,0,0,0,3.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
122,15.0,12,1,2,2,1,4,0,0,0,0,4,0,0,0,0,9,2,41,1,0,0,0,0,0,4.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
123,15.0,24,1,2,3,2,3,0,0,0,0,3,1,0,1,0,15,3,14,4,0,1,0,0,0,3.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
124,10.0,3,1,2,2,1,7,0,0,0,0,3,0,0,0,0,8,1,31,2,0,0,0,0,0,3.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
125,15.0,24,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
