,interest_rate,repayment_period,credit_score,age,education,marital_status,loan_frequence,succ_frequence,payoff_frequence,overdue_times,baddle_overdue_times,income,house,house_loan,car,car_loan,company_type,company_scale,workcity,work_duration,credit_report,identity_authentication,job_authentication,income_authentication,site_authentication,topic,borrow_result,loan_amount,avaiable_amount,total_loan_amount,need_to_payoff,overdue_amount
304,15.0,24,1,2,1,1,1,0,0,0,0,3,0,0,0,0,18,2,44,1,0,0,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
305,15.0,24,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0.16726201521201384,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
306,12.0,9,1,2,1,1,1,0,0,0,0,4,1,1,0,0,20,3,37,2,0,1,0,0,0,6.0,0,-0.06353423708873684,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
307,12.0,9,1,2,2,2,3,0,0,0,0,3,1,0,0,0,8,4,13,4,0,0,0,0,0,1.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
308,10.0,3,1,2,2,2,1,0,0,0,0,6,0,0,0,0,0,0,33,2,0,0,0,0,0,3.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
309,18.0,12,1,4,3,2,2,0,0,0,0,4,1,0,0,0,17,2,37,4,0,0,0,0,0,1.0,0,1.5520395290165179,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
310,11.0,6,1,3,1,3,6,0,0,0,0,3,1,0,0,0,20,3,43,4,0,1,0,0,0,2.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
311,15.0,24,1,2,2,2,6,0,0,0,0,3,0,0,0,0,8,4,37,3,0,1,0,0,0,1.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
312,15.0,6,1,2,2,2,1,0,0,0,0,3,1,0,0,0,12,2,45,1,0,0,0,0,0,6.0,0,-0.5712859921503883,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
313,20.0,24,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
314,24.0,24,1,2,1,2,2,0,0,0,0,4,1,0,1,0,2,2,37,3,0,0,0,0,0,1.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
315,10.0,3,1,2,1,2,4,1,0,12,1,3,0,0,0,0,14,1,45,2,0,1,0,0,0,1.0,0,-0.5251267416902382,-0.08232502853914749,-0.2636104850947924,0.17161197906970851,1.5197303713443564
316,10.0,3,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
317,15.0,6,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
318,11.0,6,1,1,1,1,7,0,0,0,0,3,0,0,0,0,18,2,53,2,0,1,0,0,0,6.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
319,19.0,18,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,-0.6174452426105385,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
320,12.0,3,1,3,2,2,2,0,0,0,0,3,1,0,0,0,18,2,0,0,0,0,0,0,0,5.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
321,10.0,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
322,15.0,24,1,2,1,2,1,0,0,0,0,3,0,0,0,0,11,2,37,1,0,0,0,0,0,4.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
323,15.0,12,1,2,3,1,1,0,0,0,0,4,0,0,0,0,11,3,31,2,0,0,0,0,0,3.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
324,15.0,12,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
325,15.0,12,1,2,2,1,1,0,0,0,0,3,1,0,0,0,1,4,36,3,0,0,0,0,0,5.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
326,15.0,12,1,3,1,3,4,1,1,0,0,4,0,0,0,0,0,0,37,2,1,0,0,1,0,4.0,1,-0.6636044930706886,-0.04673520780814995,-0.24401555161702843,-0.29284316198753574,-0.0772747905195149
327,11.0,6,1,2,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,-0.5828258047654259,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
328,10.0,3,1,2,2,2,1,0,0,0,0,3,0,0,0,0,8,2,35,2,0,0,0,0,0,4.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
329,15.0,24,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
330,12.0,9,1,3,3,2,9,0,0,0,0,4,1,1,0,0,9,1,52,4,0,1,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
331,24.0,12,1,2,3,1,2,0,0,0,0,3,0,0,0,0,17,3,0,1,0,0,0,0,0,5.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
332,15.0,12,1,2,1,1,3,0,0,0,0,6,1,0,0,0,20,2,42,2,0,0,0,0,0,5.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
333,15.0,24,1,2,1,2,3,1,1,12,1,3,0,0,1,1,10,4,33,3,0,1,0,0,0,6.0,0,-0.6405248678406135,-0.3314537736561302,-0.3028003520503203,-0.29284316198753574,-0.0772747905195149
334,12.0,9,1,2,1,3,3,0,0,0,0,3,0,0,0,0,8,4,37,1,0,1,0,0,0,3.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
335,15.0,24,1,2,2,2,3,0,0,0,0,5,1,0,0,0,1,1,23,3,0,1,0,0,0,3.0,0,1.5520395290165179,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
336,11.0,6,1,2,3,2,4,0,0,0,0,4,0,0,0,0,14,3,35,4,0,0,0,0,0,4.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
337,15.0,24,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0.16726201521201384,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
338,13.0,6,1,2,2,1,1,0,0,0,0,3,1,0,0,0,0,0,61,2,0,0,0,0,0,6.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
339,15.0,12,1,2,2,2,3,0,0,0,0,4,1,1,0,0,18,1,45,2,0,0,0,0,0,3.0,0,-0.5828258047654259,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
340,16.0,3,1,2,2,1,7,0,0,0,0,3,1,0,0,0,18,1,44,2,0,0,0,0,0,6.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
341,15.0,24,1,2,2,1,11,0,0,0,0,7,1,0,1,0,20,4,37,3,0,1,0,0,0,1.0,0,0.16726201521201384,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
342,15.0,12,1,3,2,1,5,0,0,0,0,3,1,0,0,0,20,2,43,4,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
343,15.0,12,3,2,2,1,6,3,3,1,0,3,0,0,0,0,2,4,42,3,0,1,0,0,0,5.0,0,-0.17893236323911219,-0.3314537736561302,1.0688449913931566,-0.29284316198753574,-0.0772747905195149
344,15.0,24,1,2,2,2,3,1,1,12,0,4,0,0,0,0,8,4,65,3,0,1,0,0,0,1.0,0,-0.5251267416902382,-0.3314537736561302,-0.00887634988386096,-0.29284316198753574,-0.0772747905195149
345,20.0,12,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0.16726201521201384,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
346,20.0,9,1,2,2,2,4,0,0,0,0,4,0,0,0,0,8,2,32,2,0,1,0,0,0,6.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
347,15.0,18,1,2,2,2,6,0,0,0,0,3,0,0,0,0,8,3,37,3,0,1,0,0,0,4.0,0,-0.6636044930706886,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
348,15.0,12,1,2,1,2,1,0,0,0,0,3,1,0,0,0,13,2,32,2,0,0,0,0,0,6.0,0,0.16726201521201384,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
349,12.0,9,1,2,1,2,2,0,0,0,0,4,1,0,1,0,20,1,51,4,0,0,0,0,0,4.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
350,18.0,24,1,3,1,2,1,0,0,0,0,4,0,0,0,0,0,0,51,2,0,0,0,0,0,6.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
351,15.0,12,1,2,2,1,3,0,0,0,0,7,0,0,1,0,18,2,44,4,0,0,0,0,0,2.0,0,2.1290301597683947,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
352,10.0,3,1,2,1,2,1,0,0,0,0,7,1,0,0,0,20,2,36,2,0,0,0,0,0,3.0,0,5.013983313527778,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
353,15.0,24,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.16726201521201384,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
354,15.0,24,1,2,1,2,1,0,0,0,0,5,0,0,0,0,20,1,34,3,0,0,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
355,15.0,24,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
356,15.0,12,1,2,1,2,1,0,0,0,0,6,0,0,0,0,18,1,44,2,0,0,0,0,0,5.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
357,15.0,3,1,3,3,3,3,0,0,0,0,4,1,0,1,0,17,4,37,4,0,0,0,0,0,1.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
358,12.0,9,1,2,3,1,1,0,0,0,0,5,0,0,0,0,18,1,44,2,0,0,0,0,0,3.0,0,1.5520395290165179,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
359,15.0,12,1,1,1,1,1,0,0,0,0,5,0,0,0,0,20,2,35,2,0,0,0,0,0,1.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
360,11.0,6,1,2,2,3,3,0,0,0,0,5,0,0,1,0,10,2,37,1,0,1,0,0,0,3.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
361,11.0,6,1,2,1,1,3,0,0,0,0,3,0,0,1,0,16,4,53,3,0,0,0,0,0,5.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
362,12.0,9,1,2,3,2,2,0,0,0,0,3,1,1,1,0,13,3,37,2,0,0,0,0,0,1.0,0,-0.6866841183007637,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
363,15.0,24,1,2,3,1,5,0,0,0,0,4,0,0,0,0,7,4,37,3,0,0,0,0,0,3.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
364,15.0,6,1,2,2,2,5,0,0,0,0,4,1,1,1,0,0,0,37,3,0,1,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
365,15.5,24,1,2,2,1,2,0,0,0,0,6,1,0,1,1,8,2,41,3,0,0,0,0,0,5.0,0,5.013983313527778,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
366,11.0,6,1,2,1,2,3,0,0,0,0,3,1,0,0,0,6,4,37,2,0,1,0,0,0,3.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
367,10.0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
368,12.0,9,1,2,1,1,1,0,0,0,0,4,0,0,0,0,1,2,43,1,0,0,0,0,0,3.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
369,10.0,3,1,2,2,1,3,0,0,0,0,4,0,0,0,0,11,2,0,0,0,0,0,0,0,1.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
370,15.0,12,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
371,18.0,6,1,3,2,2,5,0,0,0,0,5,1,0,1,0,1,2,43,2,0,0,0,0,0,5.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
372,10.0,3,1,2,3,2,1,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,2.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
373,12.0,9,1,2,1,1,3,0,0,0,0,3,1,0,0,0,8,3,37,2,0,0,0,0,0,1.0,0,-0.6636044930706886,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
374,15.0,24,1,4,1,1,1,0,0,0,0,2,0,0,0,0,1,1,41,4,0,0,0,0,0,4.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
375,15.0,24,2,3,1,2,6,0,0,0,0,2,1,0,0,0,8,3,32,2,0,0,0,0,0,5.0,0,-0.7213035561458763,-0.2246843114631376,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
376,15.0,12,1,3,2,1,2,0,0,0,0,4,0,0,0,0,9,3,33,4,0,1,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
377,10.0,3,1,2,1,2,1,0,0,0,0,3,1,0,0,0,17,4,33,1,0,0,0,0,0,6.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
378,24.0,12,1,2,2,2,3,0,0,0,0,3,0,0,0,0,1,1,14,1,0,0,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
379,24.0,24,1,1,2,1,2,0,0,0,0,3,0,0,0,0,16,4,35,2,0,0,0,0,0,5.0,0,0.16726201521201384,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
380,18.0,3,1,1,1,1,4,0,0,0,0,4,1,0,0,0,8,2,33,2,0,0,0,0,0,2.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
381,11.0,6,1,2,2,3,1,0,0,0,0,3,0,0,0,0,16,4,51,4,0,0,0,0,0,1.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
382,15.0,12,1,2,2,1,6,0,0,0,0,4,1,1,1,1,8,4,13,3,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
383,10.0,3,1,2,3,1,2,0,0,0,0,3,1,0,0,0,8,3,21,3,0,0,0,0,0,3.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
384,15.0,12,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
385,24.0,3,1,3,3,3,4,0,0,0,0,7,0,0,0,0,8,3,51,4,0,0,0,0,0,2.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
386,15.0,24,1,2,3,3,1,0,0,0,0,5,0,0,0,0,8,4,32,1,0,0,0,0,0,4.0,0,0.9750488982646413,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
387,12.0,9,1,3,1,2,1,0,0,0,0,3,1,0,0,0,8,2,43,2,0,0,0,0,0,3.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
388,16.0,24,1,2,1,2,4,0,0,0,0,3,1,0,0,0,8,4,32,2,0,1,0,0,0,1.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
389,15.0,12,1,1,2,1,5,0,0,0,0,3,1,0,0,0,13,3,37,1,0,1,0,0,0,2.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
390,15.0,24,1,2,1,1,2,0,0,0,0,2,0,0,0,0,20,3,41,2,0,0,0,0,0,5.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
391,10.0,3,1,2,3,1,1,0,0,0,0,4,1,1,0,0,8,4,42,3,0,0,0,0,0,6.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
392,10.0,3,1,3,1,2,1,0,0,0,0,6,1,1,0,0,12,1,35,2,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
393,15.0,24,1,3,2,2,2,0,0,0,0,4,1,1,1,0,18,1,31,2,0,0,0,0,0,2.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
394,15.0,24,1,3,3,2,1,0,0,0,0,4,0,0,0,0,13,3,0,0,0,0,0,0,0,1.0,0,-0.06353423708873684,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
395,15.0,24,1,2,2,1,3,1,1,1,0,4,0,0,0,0,19,3,44,1,0,0,0,0,0,1.0,0,-0.40972861553986284,0.5938815653498056,0.10869325098272277,-0.29284316198753574,-0.0772747905195149
396,24.0,3,1,2,3,1,8,0,0,0,0,4,0,0,0,0,17,4,44,1,0,0,0,0,0,4.0,0,5.013983313527778,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
397,15.0,12,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,5.013983313527778,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
398,11.0,6,1,2,2,2,6,1,0,11,0,4,0,0,1,0,0,0,35,2,0,0,0,0,0,4.0,0,-0.5828258047654259,0.4515222824258155,0.03031351707166695,0.25916605419421807,-0.0772747905195149
399,12.0,9,1,2,1,2,12,0,0,0,0,7,1,0,0,0,10,1,43,1,0,0,0,0,0,5.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
400,15.0,12,1,2,1,2,5,0,0,0,0,5,1,0,0,0,0,0,35,2,0,0,0,0,0,4.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
401,24.0,24,1,2,1,1,3,0,0,0,0,3,0,0,1,0,6,1,44,3,0,0,0,0,0,6.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
402,15.0,24,1,2,1,2,1,0,0,0,0,3,0,0,0,0,8,3,44,3,0,0,0,0,0,6.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
403,20.0,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
404,15.0,24,1,2,3,1,7,0,0,0,0,6,1,0,1,0,19,2,34,2,0,1,0,0,0,1.0,0,-0.12123330016392452,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
405,16.0,24,1,2,1,1,8,0,0,0,0,3,0,0,0,0,8,4,44,2,0,1,0,0,0,1.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
406,15.0,12,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
407,15.0,24,1,2,1,1,4,0,0,0,0,3,0,0,0,0,8,2,42,2,0,1,0,0,0,6.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
408,15.0,12,1,3,2,3,12,0,0,0,0,6,1,1,0,0,16,1,21,2,0,0,0,0,0,1.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
409,10.0,3,1,2,1,3,6,0,0,0,0,3,0,0,0,0,10,1,51,4,0,0,0,0,0,2.0,0,-0.6982239309158011,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
410,15.0,24,1,2,2,1,8,0,0,0,0,4,0,0,1,0,18,2,44,3,0,0,0,0,0,4.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
411,15.0,12,1,2,2,1,1,0,0,0,0,4,0,0,1,1,17,2,37,2,0,0,0,0,0,5.0,0,-0.40972861553986284,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
412,15.0,12,1,2,1,2,2,0,0,0,0,3,1,1,0,0,18,2,51,4,0,0,0,0,0,6.0,0,-0.4674276786150505,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
413,12.0,9,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,-0.6174452426105385,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
414,15.0,24,1,2,3,1,2,0,0,0,0,3,0,0,0,0,14,2,21,3,0,0,0,0,0,1.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
415,11.0,6,1,3,2,2,9,0,0,0,0,3,0,0,0,0,19,2,21,4,0,1,0,0,0,1.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
416,10.0,3,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1.5520395290165179,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
417,11.0,6,1,2,1,1,2,0,0,0,0,3,0,0,0,0,13,4,33,2,0,0,0,0,0,3.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
418,10.0,3,1,3,2,2,5,0,0,0,0,5,1,0,0,0,8,2,37,2,0,1,0,0,0,6.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
419,15.0,6,1,2,2,2,1,0,0,0,0,5,0,0,0,0,12,2,36,2,0,0,0,0,0,2.0,0,-0.5251267416902382,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
420,15.0,24,1,2,2,1,5,0,0,0,0,3,1,0,0,0,16,4,32,2,0,0,0,0,0,6.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
421,10.0,3,1,1,3,1,2,0,0,0,0,6,0,0,0,0,0,0,61,3,1,0,0,0,0,2.0,0,0.3980582675127645,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
422,24.0,24,1,2,1,1,2,1,0,17,1,3,1,0,1,0,11,4,52,4,0,1,0,0,0,1.0,1,-0.6982239309158011,-0.15350467000114254,-0.3028003520503203,0.07269138363663002,1.179596981580019
423,15.0,12,1,2,2,1,6,0,0,0,0,4,0,0,0,0,0,0,33,2,0,0,0,0,0,6.0,0,-0.7213035561458763,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
424,15.0,12,1,2,3,1,2,2,1,13,0,3,0,0,0,0,16,4,45,4,0,0,0,0,0,4.0,1,-0.6405248678406135,0.02444443365384511,-0.00887634988386096,0.5142860090826217,-0.0772747905195149
425,10.0,3,1,2,4,1,1,0,0,0,0,3,0,0,0,0,8,4,37,1,0,0,0,0,0,6.0,0,-0.6405248678406135,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
426,15.0,24,1,4,3,3,4,0,0,0,0,6,0,0,0,0,8,3,41,2,0,1,0,0,0,3.0,0,2.706020790520271,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
427,15.0,24,1,3,1,3,1,0,0,0,0,7,0,0,0,0,8,2,0,0,0,0,0,0,0,4.0,0,5.013983313527778,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
428,11.0,6,1,2,3,1,1,0,0,0,0,4,0,0,0,0,17,3,21,2,0,0,0,0,0,2.0,0,-0.17893236323911219,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
429,11.0,6,1,3,1,2,5,0,0,0,0,4,0,0,1,0,8,2,37,3,0,0,0,0,0,1.0,0,1.5520395290165179,-0.3314537736561302,-0.40077501943914007,-0.29284316198753574,-0.0772747905195149
